date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
02/02/2015 14:19,*,26.272,585.2,749.2,0.004764163,1
02/02/2015 14:19,23.718,26.29,578.4,760.4,0.004772661,1
02/02/2015 14:21,23.73,26.23,572.6666667,769.6666667,0.004765153,1
02/02/2015 14:22,23.7225,26.125,493.75,774.75,0.004743773,1
02/02/2015 14:23,23.754,26.2,488.6,779,0.004766594,1
02/02/2015 14:23,23.76,26.26,568.6666667,790,0.004779332,1
02/02/2015 14:25,23.73,26.29,536.3333333,798,0.004776136,1
02/02/2015 14:25,23.754,26.29,509,797,0.004783094,1
02/02/2015 14:26,23.754,26.35,476,803.2,0.004794094,1
02/02/2015 14:28,,26.39,510,809,0.004796189,1
02/02/2015 14:29,23.745,26.445,481.5,,0.004808886,1
02/02/2015 14:30,,26.56,481.8,824,0.004816793,1
02/02/2015 14:31,23.7,26.6,475.25,,0.004824104,1
02/02/2015 14:31,,,469,845.3333333,0.004842381,1
02/02/2015 14:32,23.7,26.774,464,,0.004855906,1
02/02/2015 14:34,23.7,26.89,464,,0.00487711,1
02/02/2015 14:35,23.7,26.9725,455,,0.004892191,1
02/02/2015 14:36,,26.89,454,,0.004847594,1
02/02/2015 14:37,23.64,26.976,458,,0.004875045,1
02/02/2015 14:38,23.65,27.05,464,900.5,0.004891492,1
02/02/2015 14:38,23.64,27.1,473,908.8,0.00489763,1
02/02/2015 14:39,,27.16,464,918,0.004896652,1
02/02/2015 14:41,23.6,27.236,498.4,925.2,0.004910462,1
02/02/2015 14:42,23.6,27.29,530.2,929.4,0.004920275,1
02/02/2015 14:43,23.6,27.33,533.6,936.4,0.004927544,1
02/02/2015 14:44,23.6,27.34,524.25,950,0.004929361,1
02/02/2015 14:44,23.625,27.3925,498.6666667,961,0.004946406,1
02/02/2015 14:45,23.6,27.39,516.3333333,963,0.004938448,1
02/02/2015 14:47,23.6,27.412,501.2,958.6,0.004942446,1
02/02/2015 14:48,23.6,27.5,522,965.3333333,0.004958439,1
02/02/2015 14:49,23.6,27.525,520.5,979.25,0.004962982,1
02/02/2015 14:50,23.6,27.6,505.2857143,978.4285714,0.004976614,1
02/02/2015 14:51,23.6,27.6,488.3333333,983,0.004976614,1
02/02/2015 14:51,23.6,27.54,512,992.6,0.004965709,1
02/02/2015 14:53,23.6,27.6,511,997.2,0.004976614,1
02/02/2015 14:54,23.61666667,27.63333333,501.5,999.5,0.004987718,1
02/02/2015 14:55,23.66666667,27.7,503.6666667,1001,0.005015051,1
02/02/2015 14:55,23.6,27.7,483.1666667,1009.5,0.00499479,1
02/02/2015 14:57,23.6,27.7225,483.5,1019,0.004998879,1
02/02/2015 14:57,23.6,27.79,473,1021,0.005011149,1
02/02/2015 14:58,23.6,27.85666667,470.3333333,1024.666667,0.005023268,1
02/02/2015 15:00,23.6,27.80428571,480.1428571,1030.428571,0.005013746,1
02/02/2015 15:01,23.575,27.79,464,1026.25,0.005003545,1
02/02/2015 15:02,23.54,27.81,474.4,1028,0.004996538,1
02/02/2015 15:03,23.6,27.978,470,1034.8,0.005045325,1
02/02/2015 15:04,23.525,28,454,1055.5,0.005026367,1
02/02/2015 15:04,23.5,27.978,454,1055.25,0.00501476,1
02/02/2015 15:06,23.5,28,454,1050,0.005018735,1
02/02/2015 15:07,23.5,28,454,1051.25,0.005018735,1
02/02/2015 15:08,23.5,28,445,1053.6,0.005018735,1
02/02/2015 15:08,23.5,28,439,1055.5,0.005018735,1
02/02/2015 15:10,23.5,28.025,444.25,1055,0.005023252,1
02/02/2015 15:10,23.445,28.125,454.75,1059.5,0.005024491,1
02/02/2015 15:11,23.39,28.18,455.8,1060,0.005017582,1
02/02/2015 15:13,23.39,28.2,451.6,1073.6,0.005021172,1
02/02/2015 15:14,23.39,28.2,451.6,1078.6,0.005021172,1
02/02/2015 15:15,23.39,28.2,454.75,1081,0.005021172,1
02/02/2015 15:16,23.39,28.2225,454.75,1082,0.005025211,1
02/02/2015 15:16,23.39,28.37333333,457.5,1088.833333,0.005052286,1
02/02/2015 15:17,23.37,28.39,464,1090.6,0.00504913,1
02/02/2015 15:19,23.39,28.32333333,464,1086,0.00504331,1
02/02/2015 15:20,23.37333333,28.445,464,1092.5,0.005060017,1
02/02/2015 15:21,23.39,28.5,471.5,1103.75,0.005075025,1
02/02/2015 15:22,23.32333333,28.5,475.6666667,1104.5,0.005054476,1
02/02/2015 15:23,23.365,28.5,471.5,1103.5,0.00506731,1
02/02/2015 15:23,23.29,28.5,467.75,1112,0.005044229,1
02/02/2015 15:24,23.30666667,28.53333333,466.5,1105.666667,0.005055304,1
02/02/2015 15:26,23.29,28.7,464,1104,0.005079916,1
02/02/2015 15:27,23.29,28.7,467,1117.2,0.005079916,1
02/02/2015 15:28,23.29,28.675,467.75,1121.25,0.005075455,1
02/02/2015 15:29,23.29,28.61666667,466.5,1115.666667,0.005065046,1
02/02/2015 15:29,23.29,28.66,459,1120,0.005072779,1
02/02/2015 15:30,23.29,28.55,464,1123.75,0.005053151,1
02/02/2015 15:32,23.29,28.6,470,1116,0.005062072,1
02/02/2015 15:33,23.272,28.6,464,1126.8,0.005056527,1
02/02/2015 15:34,23.2,28.4175,464,1112.75,0.005002016,1
02/02/2015 15:35,23.23,28.5,449,1104.5,0.005025831,1
02/02/2015 15:36,23.29,28.5,464,1108,0.005044229,1
02/02/2015 15:36,23.215,28.63333333,462.3333333,1127.833333,0.005044923,1
02/02/2015 15:38,23.2,28.6,469,1128.75,0.005034399,1
02/02/2015 15:39,23.2,28.65,469,1124.25,0.005043272,1
02/02/2015 15:40,23.2,28.62,469,1130.4,0.005037948,1
02/02/2015 15:40,23.2,28.7,464,1138,0.005052145,1
02/02/2015 15:42,23.2,28.7,456.5,1144,0.005052145,1
02/02/2015 15:42,23.2,28.718,457,1140,0.005055339,1
02/02/2015 15:43,23.2,28.79,450.25,1139.25,0.005068117,1
02/02/2015 15:45,23.2,28.79,446,1167.333333,0.005068117,1
02/02/2015 15:46,23.14,28.79,451.6,1159.6,0.005049618,1
02/02/2015 15:47,23.15,28.89,454.75,1157.75,0.005070391,1
02/02/2015 15:48,23.15,28.89,448,1159.5,0.005070391,1
02/02/2015 15:49,23.18,28.83,444,1156.4,0.005069034,1
02/02/2015 15:49,23.11666667,28.945,444,1160,0.005069809,1
02/02/2015 15:51,23.14,28.956,444,1169.8,0.005078972,1
02/02/2015 15:52,23.1,29,444,1176.166667,0.005074362,1
02/02/2015 15:53,23.1,29.075,444,1175.25,0.005087593,1
02/02/2015 15:53,23.1,28.918,444,1166.6,0.005059897,1
02/02/2015 15:55,23.1,27.925,444,1140.25,0.004884784,1
02/02/2015 15:55,23.06,27.772,444,1089.2,0.004845979,1
02/02/2015 15:56,23.02,27.556,435,1042.6,0.004796284,1
02/02/2015 15:58,23.01,27.81883333,432,1051.1,0.004839435,1
02/02/2015 15:59,23,28.08166667,429,1059.6,0.004882538,1
02/02/2015 16:00,23,27.956,429,1064.6,0.004860518,1
02/02/2015 16:01,22.98166667,27.90833333,429,1061.666667,0.004846741,1
02/02/2015 16:01,23,27.92666667,429,1058.333333,0.004855378,1
02/02/2015 16:02,23,28.018,429,1061.6,0.004871382,1
02/02/2015 16:04,22.98166667,28.06666667,429,1070.333333,0.004874454,1
02/02/2015 16:05,22.945,28.1,429,1074,0.004869381,1
02/02/2015 16:06,23,28.1,429,1086.25,0.004885751,1
02/02/2015 16:07,22.956,28.2,429,1089.6,0.004890128,1
02/02/2015 16:08,22.9725,28.1,429,1085,0.00487756,1
02/02/2015 16:08,22.945,28.13333333,429,1085,0.004875203,1
02/02/2015 16:09,23,28.2,429,1088,0.004903275,1
02/02/2015 16:21,22.79,27.365,438,1020.4,0.00469639,1
02/02/2015 16:23,22.79,27.2,444,1018,0.004667861,1
02/02/2015 16:24,22.79,27.17142857,435.4285714,1015.142857,0.004662921,1
02/02/2015 16:25,22.79,27.06666667,434,1006.333333,0.004644808,1
02/02/2015 16:25,22.79,27.02,432,1002.6,0.00463674,1
02/02/2015 16:27,22.772,26.934,438,993.2,0.004616793,1
02/02/2015 16:27,22.76,26.82333333,439,983.3333333,0.004594315,1
02/02/2015 16:28,22.7,26.754,432,976.2,0.004565583,1
02/02/2015 16:30,22.7225,26.7,432.75,980.75,0.004562569,1
02/02/2015 16:31,22.7,26.68333333,434,971.3333333,0.004553435,1
02/02/2015 16:32,22.7,26.53333333,444,966.6666667,0.004527652,1
02/02/2015 16:33,22.7,26.46333333,444,963,0.00451562,1
02/02/2015 16:34,22.7,26.445,441.5,952.3333333,0.004512469,1
02/02/2015 16:34,22.7,26.34,444,948,0.004494423,1
02/02/2015 16:36,22.7,26.26,444,945,0.004480674,1
02/02/2015 16:37,22.7,26.2,441,941.6,0.004470363,1
02/02/2015 16:38,22.7,26.16,438,929.8,0.004463489,1
02/02/2015 16:38,22.7,26.02,441,923.8,0.004439431,1
02/02/2015 16:40,22.7,26.1,440.25,919,0.004453178,1
02/02/2015 16:40,22.7,26,439,918.25,0.004435995,1
02/02/2015 16:41,22.7,25.934,438,919.4,0.004424654,1
02/02/2015 16:43,22.7,25.92666667,439,927.3333333,0.004423394,1
02/02/2015 16:44,22.7,25.815,432.75,920.25,0.004404207,1
02/02/2015 16:45,22.68,25.772,432,902.4,0.004391449,1
02/02/2015 16:46,22.64,25.696,429,904.4,0.004367718,1
02/02/2015 16:46,22.6,25.575,429,897,0.00433639,1
02/02/2015 16:47,22.66666667,25.6,429,892,0.004358383,1
02/02/2015 16:49,22.6,25.525,433.5,882.5,0.004327853,1
02/02/2015 16:50,22.62,25.476,436.2,887.2,0.004324772,1
02/02/2015 16:51,22.625,25.55,442.5,889.25,0.004338748,1
02/02/2015 16:52,22.6,25.39,443.4,889.2,0.004304805,1
02/02/2015 16:53,22.65,25.42,438,880.75,0.00432312,1
02/02/2015 16:53,22.6,25.2675,442.5,868.75,0.004283893,1
02/02/2015 16:54,22.6,25.218,439.8,861,0.004275443,1
02/02/2015 16:56,22.6,25.2,439.8,860.6,0.00427237,1
02/02/2015 16:57,22.6,25.2,435.5,864,0.00427237,1
02/02/2015 16:58,22.6,25.15,430.75,859,0.004263835,1
02/02/2015 16:59,22.6,25.14,440.6,854.4,0.004262128,1
02/02/2015 16:59,22.6,25.15,428.2,847.4,0.004263835,1
02/02/2015 17:00,22.6,25.04,432.2,837.2,0.004245059,1
02/02/2015 17:02,22.6,25.05,431.75,834.75,0.004246766,1
02/02/2015 17:03,22.6,25.06,429.2,832.4,0.004248472,1
02/02/2015 17:04,22.6,25,433,832,0.004238231,1
02/02/2015 17:05,22.6,25,433,836.25,0.004238231,1
02/02/2015 17:06,22.6,25,428.2,832.6,0.004238231,1
02/02/2015 17:06,22.6,25.025,428.25,821.5,0.004242498,1
02/02/2015 17:08,22.6,25.1,425.4,832.4,0.0042553,1
02/02/2015 17:09,22.6,25.08,429.2,832.4,0.004251886,1
02/02/2015 17:10,22.56,25.02,433,830.75,0.004231284,1
02/02/2015 17:10,22.58,25.08,433,821.5,0.00424669,1
02/02/2015 17:12,22.575,25.075,433,818.25,0.00424454,1
02/02/2015 17:12,22.56,24.912,433,819.8,0.004212896,1
02/02/2015 17:13,22.55,25.2,433,822.5,0.004259328,1
02/02/2015 17:15,22.6,24.9175,433,818,0.00422415,1
02/02/2015 17:16,22.58,25.06,433,812.8,0.004243281,1
02/02/2015 17:17,22.56666667,24.90833333,433,816.5,0.004213989,1
02/02/2015 17:18,22.525,24.945,433,822.25,0.004209495,1
02/02/2015 17:19,22.54,24.89,433,825,0.004204006,1
02/02/2015 17:19,22.5,24.865,433,816.5,0.004189492,1
02/02/2015 17:21,22.5,24.9175,433,811.5,0.004198397,1
02/02/2015 17:22,22.5,24.91166667,433,811,0.004197408,1
02/02/2015 17:23,22.56,24.81,433,812.2,0.00419553,1
02/02/2015 17:23,22.525,24.89,426,814.25,0.004200151,1
02/02/2015 17:25,22.52,24.976,430.2,824,0.004213473,1
02/02/2015 17:25,22.575,25.075,433,834.5,0.00424454,1
02/02/2015 17:26,22.6,25,433,837,0.004238231,1
02/02/2015 17:28,22.6,25.02142857,433,841.1666667,0.004241889,1
02/02/2015 17:29,22.6,25.04285714,433,845.3333333,0.004245546,1
02/02/2015 17:30,22.6,25.1,433,854.75,0.0042553,1
02/02/2015 17:31,22.6,25.1,428.3333333,850.3333333,0.0042553,1
02/02/2015 17:31,22.6,25.08,424.6,845.4,0.004251886,1
02/02/2015 17:32,22.6,25.16666667,433,854.3333333,0.00426668,1
02/02/2015 17:34,22.6,25.06666667,428.3333333,849.3333333,0.00424961,0
02/02/2015 17:35,22.6,25.2,422.5,853,0.00427237,0
02/02/2015 17:36,22.6,25.2,423.6666667,853,0.00427237,0
02/02/2015 17:37,22.54,25.16,424.6,852,0.004249921,0
02/02/2015 17:38,22.54,25.16,427.4,853.6,0.004249921,0
02/02/2015 17:38,22.54,25.14,421.8,845.6,0.00424652,0
02/02/2015 17:39,22.525,25.1,426,834.25,0.004235829,0
02/02/2015 17:41,22.5,25.04,421.8,826.4,0.004219178,0
02/02/2015 17:42,22.5,25,419,819.6,0.004212392,0
02/02/2015 17:43,22.5,25,419,829.6,0.004212392,0
02/02/2015 17:44,22.5,25,419,824,0.004212392,0
02/02/2015 17:44,22.5,24.912,419,814.2,0.004197464,0
02/02/2015 17:45,22.5,24.89,419,813.5,0.004193733,0
02/02/2015 17:47,22.5,24.89,419,813.8,0.004193733,0
02/02/2015 17:48,22.5,24.89,419,811,0.004193733,0
02/02/2015 17:49,22.478,24.87,419,804.6,0.004184704,0
02/02/2015 17:50,22.456,24.83,419,807.8,0.004172308,0
02/02/2015 17:51,22.5,24.85666667,419,802.3333333,0.004188079,0
02/02/2015 17:51,22.4175,24.7475,419,796.75,0.004148566,0
02/02/2015 17:53,22.456,24.81,419,794.4,0.004168925,0
02/02/2015 17:54,22.39,24.7,419,790.6,0.004133586,0
02/02/2015 17:55,22.4175,24.7225,419,789.75,0.004144348,0
02/02/2015 17:55,22.39,24.7,419,782.2,0.004133586,0
02/02/2015 17:57,22.39,24.7225,419,772.25,0.004137377,1
02/02/2015 17:57,22.39,24.71708333,419,772.925,0.004136464,1
02/02/2015 17:58,22.39,24.71166667,419,773.6,0.004135552,1
02/02/2015 18:00,22.39,24.625,419,773.75,0.004120952,1
02/02/2015 18:01,22.39,24.754,416.2,771.8,0.004142684,1
02/02/2015 18:02,22.39,24.912,418.6,782.8,0.004169303,1
02/02/2015 18:03,22.39,25.245,415,796.5,0.004225413,1
02/02/2015 18:04,22.39,25.0925,310.25,809,0.004199716,1
02/02/2015 18:04,22.39,25,0,805.5,0.00418413,0
02/02/2015 18:06,22.35,24.978,0,791.4,0.004170196,0
02/02/2015 18:07,22.32333333,25,0,779.3333333,0.004167082,0
02/02/2015 18:08,22.365,24.9725,0,780.75,0.004173103,0
02/02/2015 18:08,22.315,24.89,0,781.75,0.004146508,0
02/02/2015 18:10,22.29,24.9175,0,781,0.004144767,0
02/02/2015 18:10,22.29,24.912,0,778.4,0.004143846,0
02/02/2015 18:11,22.26,24.85666667,0,769.3333333,0.004126988,0
02/02/2015 18:13,22.254,24.85,0,766.5,0.004124357,0
02/02/2015 18:14,22.23,24.79333333,0,763.25,0.004108841,0
02/02/2015 18:15,22.26,24.82333333,0,762.3333333,0.004121417,0
02/02/2015 18:16,22.2,24.79,0,761.5,0.004100737,0
02/02/2015 18:16,22.2,24.79,0,761,0.004100737,0
02/02/2015 18:17,22.2,24.736,0,757,0.004091746,0
02/02/2015 18:19,22.2,24.79,0,752.3333333,0.004100737,0
02/02/2015 18:20,22.13333333,24.7,0,748.6666667,0.004069084,0
02/02/2015 18:21,22.1,24.7,0,746.25,0.004060772,0
02/02/2015 18:22,22.15,24.7225,0,745.25,0.00407698,0
02/02/2015 18:23,22.1,24.7,0,740.6666667,0.004060772,0
02/02/2015 18:23,22.1,24.7,0,738,0.004060772,0
02/02/2015 18:24,22.13333333,24.7,0,732.6666667,0.004069084,0
02/02/2015 18:26,22.1,24.7,0,727,0.004060772,0
02/02/2015 18:27,22.1,24.675,0,716,0.004056635,0
02/02/2015 18:28,22.06666667,24.66666667,0,723.25,0.004046971,0
02/02/2015 18:29,22.06666667,24.66666667,0,718.3333333,0.004046971,0
02/02/2015 18:29,22,24.58,0,716.6,0.004016193,0
02/02/2015 18:30,21.978,24.6,0,714,0.004014056,0
02/02/2015 18:32,21.978,24.56,0,714.2,0.004007487,0
02/02/2015 18:33,21.945,24.6,0,715,0.00400593,0
02/02/2015 18:34,21.92666667,24.5,0,706.6666667,0.003985052,0
02/02/2015 18:35,21.89,24.5,0,706,0.003976085,0
02/02/2015 18:36,21.89,24.525,0,698.75,0.003980169,0
02/02/2015 18:36,21.89,24.5,0,692.5,0.003976085,0
02/02/2015 18:38,21.89,24.5,0,694.75,0.003976085,0
02/02/2015 18:39,21.815,24.4175,0,697.25,0.003944389,0
02/02/2015 18:40,21.82333333,24.46333333,0,692,0.003953865,0
02/02/2015 18:40,21.79,24.39,0,691,0.003933868,0
02/02/2015 18:42,21.79,24.39,0,689.75,0.003933868,0
02/02/2015 18:42,21.79,24.39,0,689,0.003933868,0
02/02/2015 18:43,21.7675,24.39,0,687,0.00392843,0
02/02/2015 18:45,21.7675,24.365,0,679.75,0.003924377,0
02/02/2015 18:46,21.754,24.35,0,668.4,0.003918692,0
02/02/2015 18:47,21.7,24.29,0,665.6666667,0.003896013,0
02/02/2015 18:48,21.7,24.29,0,664.75,0.003896013,0
02/02/2015 18:49,21.7,24.29,0,668,0.003896013,0
02/02/2015 18:49,21.7,24.29,0,661.25,0.003896013,0
02/02/2015 18:51,21.64,24.236,0,658.2,0.003872972,0
02/02/2015 18:52,21.6,24.2,0,656,0.003857673,0
02/02/2015 18:53,21.6,24.2,0,654.8,0.003857673,0
02/02/2015 18:53,21.6,24.2225,0,653.75,0.003861282,0
02/02/2015 18:55,21.5,24.26,0,650.3333333,0.003843552,0
02/02/2015 18:55,21.5,24.2,0,650.75,0.003833988,0
02/02/2015 18:56,21.55,24.2,0,648.25,0.003845814,0
02/02/2015 18:58,21.5,24.2,0,640.3333333,0.003833988,0
02/02/2015 18:59,21.5,24.2,0,638,0.003833988,0
02/02/2015 19:00,21.5,24.2,0,636.25,0.003833988,0
02/02/2015 19:01,21.5,24.2,0,636.3333333,0.003833988,0
02/02/2015 19:01,21.5,24.15,0,635.75,0.003826018,0
02/02/2015 19:02,21.5,24.175,0,635.5,0.003830003,0
02/02/2015 19:04,21.5,24.125,0,627.5,0.003822033,0
02/02/2015 19:05,21.5,24.15,0,626.25,0.003826018,0
02/02/2015 19:06,21.5,24.125,0,621.5,0.003822033,0
02/02/2015 19:07,21.5,24.1,0,621.75,0.003818048,0
02/02/2015 19:08,21.5,24.1,0,620.6666667,0.003818048,0
02/02/2015 19:08,21.5,24.1,0,617,0.003818048,0
02/02/2015 19:09,21.5,24.1,0,612.75,0.003818048,0
